Year,Month,Period,Data Value,Status,Units,Subject,Group,Series
2005,Mar,2005.03,8.896976,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing between 2.501% and 4.350% alc
2005,Sep,2005.09,8.726972,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing between 2.501% and 4.350% alc
2005,Dec,2005.12,4.095005398,REVISED,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Beer
2005,Dec,2005.12,3.196747,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing between 4.351% and 5.000% alc
2005,Jun,2005.06,3.079224,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing between 4.351% and 5.000% alc
2005,Mar,2005.03,2.809598,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing between 4.351% and 5.000% alc
2005,Sep,2005.09,3.162425,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing between 4.351% and 5.000% alc
2005,Dec,2005.12,1.256922,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing more than 5.00% alcohol
2005,Jun,2005.06,1.241976,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing more than 5.00% alcohol
2005,Mar,2005.03,1.210123,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing more than 5.00% alcohol
2005,Sep,2005.09,1.216258,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Beer containing more than 5.00% alcohol
2005,Mar,2005.03,4.04584181,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Beer
2005,Sep,2005.09,4.076269395,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Beer
2005,Dec,2005.12,13.296211,REVISED,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total beer
2005,Jun,2005.06,13.318753,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total beer
2005,Mar,2005.03,12.987096,REVISED,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total beer
2005,Sep,2005.09,13.17525,REVISED,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total beer
2005,Jun,2005.06,4.38696363,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Beer
2005,Dec,2005.12,4.346446807,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Beer
2005,Mar,2005.03,4.291341865,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Beer
2005,Sep,2005.09,4.325369203,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Beer
2005,Jun,2005.06,4.565157551,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Beer
2005,Jun,2005.06,2.381476,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing not more than 23% alcohol
2005,Dec,2005.12,2.618235,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing not more than 23% alcohol
2005,Jun,2005.06,2.381476,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing not more than 23% alcohol
2005,Mar,2005.03,2.232799,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing not more than 23% alcohol
2005,Sep,2005.09,2.47476,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing not more than 23% alcohol
2005,Jun,2005.06,4.729301,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing more than 23% alcohol
2005,Dec,2005.12,4.44862,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing more than 23% alcohol
2005,Jun,2005.06,4.729301,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing more than 23% alcohol
2005,Mar,2005.03,4.551367,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing more than 23% alcohol
2005,Sep,2005.09,4.411757,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Spirits containing more than 23% alcohol
2005,Dec,2005.12,4.522036111,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Beer
2005,Mar,2005.03,4.46624734,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Beer
2005,Sep,2005.09,4.500540875,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Beer
2005,Jun,2005.06,7.110778,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total spirits
2005,Dec,2005.12,7.066857,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total spirits
2005,Jun,2005.06,7.110778,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total spirits
2005,Mar,2005.03,6.784167,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total spirits
2005,Sep,2005.09,6.886518,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total spirits
2005,Jun,2005.06,3.238504409,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Beer
2005,Dec,2005.12,3.213956711,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Beer
2005,Mar,2005.03,3.165826279,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Beer
2005,Sep,2005.09,3.195359774,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Beer
2005,Jun,2005.06,8.844781,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing not more than 14% alc.
2005,Dec,2005.12,9.177563,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing not more than 14% alc.
2005,Jun,2005.06,8.844781,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing not more than 14% alc.
2005,Mar,2005.03,8.713615,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing not more than 14% alc.
2005,Sep,2005.09,9.031039,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing not more than 14% alc.
2005,Jun,2005.06,0.166221,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing more than 14% alcohol
2005,Dec,2005.12,0.155484,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing more than 14% alcohol
2005,Jun,2005.06,0.166221,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing more than 14% alcohol
2005,Mar,2005.03,0.170899,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing more than 14% alcohol
2005,Sep,2005.09,0.162552,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Grape wine containing more than 14% alcohol
2005,Jun,2005.06,0.57037,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing not more than 14% alc.
2005,Dec,2005.12,0.536294,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing not more than 14% alc.
2005,Jun,2005.06,0.57037,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing not more than 14% alc.
2005,Mar,2005.03,0.524927,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing not more than 14% alc.
2005,Sep,2005.09,0.550252,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing not more than 14% alc.
2005,Jun,2005.06,0.015013,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing more than 14% alcohol
2005,Dec,2005.12,0.013719,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing more than 14% alcohol
2005,Jun,2005.06,0.015013,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing more than 14% alcohol
2005,Mar,2005.03,0.015853,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing more than 14% alcohol
2005,Sep,2005.09,0.014071,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Other wine containing more than 14% alcohol
2005,Jun,2005.06,9.41515,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing not more than 14% alc.
2005,Dec,2005.12,9.713857,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing not more than 14% alc.
2005,Jun,2005.06,9.41515,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing not more than 14% alc.
2005,Mar,2005.03,9.238541,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing not more than 14% alc.
2005,Sep,2005.09,9.581291,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing not more than 14% alc.
2005,Jun,2005.06,0.181234,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing more than 14% alcohol
2005,Dec,2005.12,0.169204,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing more than 14% alcohol
2005,Jun,2005.06,0.181234,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing more than 14% alcohol
2005,Mar,2005.03,0.186751,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing more than 14% alcohol
2005,Sep,2005.09,0.176623,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine containing more than 14% alcohol
2005,Jun,2005.06,9.596384,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine
2005,Dec,2005.12,9.883062,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine
2005,Jun,2005.06,9.596384,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine
2005,Mar,2005.03,9.425291,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine
2005,Sep,2005.09,9.757914,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total wine
2005,Jun,2005.06,2.979737095,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Wine
2005,Dec,2005.12,3.042879816,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Wine
2005,Mar,2005.03,2.93721197,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Wine
2005,Sep,2005.09,3.018498248,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Wine
2005,Jun,2005.06,3.161133695,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Wine
2005,Dec,2005.12,3.229796951,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Wine
2005,Mar,2005.03,3.115393689,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Wine
2005,Sep,2005.09,3.203007585,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Wine
2005,Jun,2005.06,3.289551629,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Wine
2005,Dec,2005.12,3.36026212,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Wine
2005,Mar,2005.03,3.242417597,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Wine
2005,Sep,2005.09,3.332721379,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Wine
2005,Jun,2005.06,2.333535731,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Wine
2005,Dec,2005.12,2.388396416,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Wine
2005,Mar,2005.03,2.298141939,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Wine
2005,Sep,2005.09,2.366284046,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Wine
2005,Jun,2005.06,2.207876092,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Spirits
2005,Dec,2005.12,2.175884286,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Spirits
2005,Mar,2005.03,2.113944125,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Spirits
2005,Sep,2005.09,2.130636097,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Total Spirits
2005,Jun,2005.06,2.34229003,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Spirits
2005,Dec,2005.12,2.309529646,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Spirits
2005,Mar,2005.03,2.242194278,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Spirits
2005,Sep,2005.09,2.260841872,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Total Spirits
2005,Jun,2005.06,2.437440267,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Spirits
2005,Dec,2005.12,2.402821674,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Spirits
2005,Mar,2005.03,2.333606521,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Spirits
2005,Sep,2005.09,2.352404918,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Total Spirits
2005,Jun,2005.06,1.729077564,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Spirits
2005,Dec,2005.12,1.707859663,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Spirits
2005,Mar,2005.03,1.654037626,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Spirits
2005,Sep,2005.09,1.670183143,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Total Spirits
2005,Jun,2005.06,0.739170434,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Spirits containing not more than 23% alcohol
2005,Dec,2005.12,0.806016352,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Spirits containing not more than 23% alcohol
2005,Mar,2005.03,0.695824378,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Spirits containing not more than 23% alcohol
2005,Sep,2005.09,0.765441203,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Spirits containing not more than 23% alcohol
2005,Jun,2005.06,0.784187678,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Spirits containing not more than 23% alcohol
2005,Dec,2005.12,0.855535276,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Spirits containing not more than 23% alcohol
2005,Mar,2005.03,0.738034568,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Spirits containing not more than 23% alcohol
2005,Sep,2005.09,0.812237249,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Spirits containing not more than 23% alcohol
2005,Jun,2005.06,0.816031084,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Spirits containing not more than 23% alcohol
2005,Dec,2005.12,0.890091625,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Spirits containing not more than 23% alcohol
2005,Mar,2005.03,0.768126817,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Spirits containing not more than 23% alcohol
2005,Sep,2005.09,0.845125639,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Spirits containing not more than 23% alcohol
2005,Jun,2005.06,0.578929911,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Spirits containing not more than 23% alcohol
2005,Dec,2005.12,0.63267459,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Spirits containing not more than 23% alcohol
2005,Mar,2005.03,0.544426753,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Spirits containing not more than 23% alcohol
2005,Sep,2005.09,0.600069754,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Spirits containing not more than 23% alcohol
2005,Jun,2005.06,1.468705346,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Spirits containing more than 23% alcohol
2005,Dec,2005.12,1.369867318,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Spirits containing more than 23% alcohol
2005,Mar,2005.03,1.418119437,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Spirits containing more than 23% alcohol
2005,Sep,2005.09,1.365194584,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 15 Years and Over for Spirits containing more than 23% alcohol
2005,Jun,2005.06,1.558102023,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Spirits containing more than 23% alcohol
2005,Dec,2005.12,1.453993716,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Spirits containing more than 23% alcohol
2005,Mar,2005.03,1.504159381,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Spirits containing more than 23% alcohol
2005,Sep,2005.09,1.448604294,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 18 Years and Over for Spirits containing more than 23% alcohol
2005,Jun,2005.06,1.621408841,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Spirits containing more than 23% alcohol
2005,Dec,2005.12,1.512729368,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Spirits containing more than 23% alcohol
2005,Mar,2005.03,1.565479362,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Spirits containing more than 23% alcohol
2005,Sep,2005.09,1.507278936,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population 20 Years and Over for Spirits containing more than 23% alcohol
2005,Jun,2005.06,1.150147412,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Spirits containing more than 23% alcohol
2005,Dec,2005.12,1.07518459,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Spirits containing more than 23% alcohol
2005,Mar,2005.03,1.109610632,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Spirits containing more than 23% alcohol
2005,Sep,2005.09,1.070113147,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol Per Head of Population - by alcohol type,Total N.Z. Population for Spirits containing more than 23% alcohol
2005,Jun,2005.06,30.02594,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total all beverages
2005,Dec,2005.12,30.246155,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total all beverages
2005,Jun,2005.06,30.02594,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total all beverages
2005,Mar,2005.03,29.196579,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total all beverages
2005,Sep,2005.09,29.819707,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Alcohol,Total all beverages
2005,Jun,2005.06,454.309245,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Total all beverages
2005,Dec,2005.12,458.839891,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Total all beverages
2005,Mar,2005.03,442.862851,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Total all beverages
2005,Sep,2005.09,452.603717,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Total all beverages
2005,Mar,2005.03,0.000058,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing not more than 1.150% alcohol
2005,Jun,2005.06,0.008131,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing not more than 1.150% alcohol
2005,Sep,2005.09,0.000635,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing not more than 1.150% alcohol
2005,Dec,2005.12,0.000198,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing not more than 1.150% alcohol
2005,Mar,2005.03,1.028867,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 1.151% and 2.500% alc
2005,Jun,2005.06,0.82836104,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 1.151% and 2.500% alc
2005,Sep,2005.09,0.7224014,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 1.151% and 2.500% alc
2005,Dec,2005.12,1.258952,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 1.151% and 2.500% alc
2005,Mar,2005.03,54.808987,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 2.501% and 4.350% alc
2005,Jun,2005.06,49.55831227,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 2.501% and 4.350% alc
2005,Sep,2005.09,48.67409752,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 2.501% and 4.350% alc
2005,Dec,2005.12,66.2682126,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 2.501% and 4.350% alc
2005,Mar,2005.03,15.694078,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 4.351% and 5.000% alc
2005,Jun,2005.06,16.29887347,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 4.351% and 5.000% alc
2005,Sep,2005.09,16.773595,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 4.351% and 5.000% alc
2005,Dec,2005.12,19.43071893,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing between 4.351% and 5.000% alc
2005,Mar,2005.03,5.36923,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing more than 5.00% alcohol
2005,Jun,2005.06,5.773000422,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing more than 5.00% alcohol
2005,Sep,2005.09,4.78262502,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing more than 5.00% alcohol
2005,Dec,2005.12,8.58512543,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Beer containing more than 5.00% alcohol
2005,Mar,2005.03,76.901713,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Total beer
2005,Jun,2005.06,72.466678,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Total beer
2005,Sep,2005.09,70.953354,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Total beer
2005,Dec,2005.12,95.543207,FINAL,Litres,Alcohol Available for Consumption - ALC,Litres of Beverage,Total beer
